zip,primary_city,state,county,latitude,longitude,irs_estimated_population
1754,Maynard,MA,Middlesex County,42.42,-71.45,9820
1756,Mendon,MA,Worcester County,42.1,-71.55,6220
1757,Milford,MA,Worcester County,42.14,-71.51,26240
1760,Natick,MA,Middlesex County,42.28,-71.35,34390
1770,Sherborn,MA,Middlesex County,42.23,-71.36,4320
1772,Southborough,MA,Worcester County,42.3,-71.51,10070
1773,Lincoln,MA,Middlesex County,42.41,-71.3,5370
1775,Stow,MA,Middlesex County,42.43,-71.5,7240
1776,Sudbury,MA,Middlesex County,42.36,-71.4,18920
1778,Wayland,MA,Middlesex County,42.36,-71.36,14070
1784,Woodville,MA,Middlesex County,42.23,-71.55,150
1801,Woburn,MA,Middlesex County,42.48,-71.15,37040
1803,Burlington,MA,Middlesex County,42.5,-71.2,25140
1805,Burlington,MA,Middlesex County,42.5,-71.2,0
1806,Woburn,MA,Middlesex County,42.47,-71.15,0
1807,Woburn,MA,Middlesex County,42.48,-71.15,0
1808,Woburn,MA,Middlesex County,42.5,-71.12,0
1810,Andover,MA,Essex County,42.65,-71.14,34300
1812,Andover,MA,Essex County,42.65,-71.14,0
1813,Woburn,MA,Middlesex County,42.48,-71.15,0
1815,Woburn,MA,Middlesex County,42.48,-71.15,0
1821,Billerica,MA,Middlesex County,42.55,-71.26,29760
1822,Billerica,MA,Middlesex County,42.55,-71.26,0
1824,Chelmsford,MA,Middlesex County,42.59,-71.36,25670
1826,Dracut,MA,Middlesex County,42.68,-71.3,30570
1827,Dunstable,MA,Middlesex County,42.66,-71.48,3370
1830,Haverhill,MA,Essex County,42.78,-71.08,22530
1831,Haverhill,MA,Essex County,42.78,-71.08,992
1832,Haverhill,MA,Essex County,42.79,-71.13,22060
1833,Georgetown,MA,Essex County,42.73,-70.98,8160
1834,Groveland,MA,Essex County,42.75,-71.03,6500
1835,Haverhill,MA,Essex County,42.75,-71.09,13410
1840,Lawrence,MA,Essex County,42.71,-71.16,4860
1841,Lawrence,MA,Essex County,42.71,-71.16,45810
1842,Lawrence,MA,Essex County,42.7,-71.16,1297
1843,Lawrence,MA,Essex County,42.7,-71.16,24610
1844,Methuen,MA,Essex County,42.74,-71.18,48180
1845,North Andover,MA,Essex County,42.7,-71.11,28090
1850,Lowell,MA,Middlesex County,42.66,-71.3,13800
1851,Lowell,MA,Middlesex County,42.63,-71.32,28740
1852,Lowell,MA,Middlesex County,42.63,-71.3,29640
1853,Lowell,MA,Middlesex County,42.63,-71.32,1641
1854,Lowell,MA,Middlesex County,42.65,-71.35,20230
1860,Merrimac,MA,Essex County,42.83,-71,6300
1862,North Billerica,MA,Middlesex County,42.58,-71.3,9640
1863,North Chelmsford,MA,Middlesex County,42.63,-71.39,8700
1864,North Reading,MA,Middlesex County,42.58,-71.08,15130
1865,Nutting Lake,MA,Middlesex County,42.54,-71.25,397
1866,Pinehurst,MA,Middlesex County,42.53,-71.23,178
1867,Reading,MA,Middlesex County,42.53,-71.1,24830
1876,Tewksbury,MA,Middlesex County,42.61,-71.23,28800
1879,Tyngsboro,MA,Middlesex County,42.68,-71.41,11800
1880,Wakefield,MA,Middlesex County,42.5,-71.06,25390
1885,West Boxford,MA,Essex County,42.67,-71.03,331
1886,Westford,MA,Middlesex County,42.58,-71.43,24610
1887,Wilmington,MA,Middlesex County,42.55,-71.16,22600
1888,Woburn,MA,Middlesex County,42.48,-71.15,242
1889,North Reading,MA,Middlesex County,42.56,-71.06,0
1890,Winchester,MA,Middlesex County,42.45,-71.14,22370
1899,Andover,MA,Essex County,42.65,-71.14,0
1901,Lynn,MA,Essex County,42.46,-70.95,1680
1902,Lynn,MA,Essex County,42.47,-70.94,41340
1903,Lynn,MA,Essex County,42.47,-70.96,1107
1904,Lynn,MA,Essex County,42.47,-70.96,18870
1905,Lynn,MA,Essex County,42.47,-70.98,24070
1906,Saugus,MA,Essex County,42.46,-71.01,25750
1907,Swampscott,MA,Essex County,42.47,-70.91,14120
1908,Nahant,MA,Essex County,42.43,-70.93,3160
1910,Lynn,MA,Essex County,42.47,-70.96,0
1913,Amesbury,MA,Essex County,42.85,-70.92,15210
1915,Beverly,MA,Essex County,42.57,-70.87,35240
1921,Boxford,MA,Essex County,42.67,-70.98,8150
1922,Byfield,MA,Essex County,42.75,-70.93,3040
1923,Danvers,MA,Essex County,42.57,-70.95,26050
1929,Essex,MA,Essex County,42.63,-70.77,3380
1930,Gloucester,MA,Essex County,42.62,-70.66,25740
1931,Gloucester,MA,Essex County,42.62,-70.66,554
1936,Hamilton,MA,Essex County,42.61,-70.86,361
1937,Hathorne,MA,Essex County,42.59,-70.98,375
1938,Ipswich,MA,Essex County,42.67,-70.83,12880
1940,Lynnfield,MA,Essex County,42.53,-71.04,13070
1944,Manchester,MA,Essex County,42.56,-70.76,5070
1945,Marblehead,MA,Essex County,42.5,-70.85,20130
1949,Middleton,MA,Essex County,42.6,-71.01,8340
1950,Newburyport,MA,Essex County,42.81,-70.88,16930
1951,Newbury,MA,Essex County,42.77,-70.85,3400
1952,Salisbury,MA,Essex County,42.83,-70.84,7780
1960,Peabody,MA,Essex County,42.53,-70.97,48300
1961,Peabody,MA,Essex County,42.53,-70.97,315
1965,Prides Crossing,MA,Essex County,42.56,-70.86,428
1966,Rockport,MA,Essex County,42.64,-70.61,6420
1969,Rowley,MA,Essex County,42.72,-70.89,5980
1970,Salem,MA,Essex County,42.51,-70.9,36430
1971,Salem,MA,Essex County,42.51,-70.89,356
1982,South Hamilton,MA,Essex County,42.62,-70.86,6970
1983,Topsfield,MA,Essex County,42.63,-70.95,6330
1984,Wenham,MA,Essex County,42.6,-70.88,3670
1985,West Newbury,MA,Essex County,42.8,-71,4440
2018,Accord,MA,Plymouth County,42.17,-70.88,123
2019,Bellingham,MA,Norfolk County,42.09,-71.47,15950
2020,Brant Rock,MA,Plymouth County,42.08,-70.64,759
2021,Canton,MA,Norfolk County,42.15,-71.13,22440
2025,Cohasset,MA,Norfolk County,42.23,-70.8,8160
2026,Dedham,MA,Norfolk County,42.24,-71.17,23360
2027,Dedham,MA,Norfolk County,42.24,-71.17,183
2030,Dover,MA,Norfolk County,42.24,-71.27,5950
2031,East Mansfield,MA,Bristol County,42.02,-71.17,0
2032,East Walpole,MA,Norfolk County,42.15,-71.21,4680
2035,Foxboro,MA,Norfolk County,42.06,-71.24,17420
2038,Franklin,MA,Norfolk County,42.08,-71.38,31300
2040,Greenbush,MA,Plymouth County,42.19,-70.76,122
2041,Green Harbor,MA,Plymouth County,42.1,-70.71,843
2043,Hingham,MA,Plymouth County,42.23,-70.88,23520
2044,Hingham,MA,Plymouth County,42.23,-70.88,0
2045,Hull,MA,Plymouth County,42.3,-70.9,9010
2047,Humarock,MA,Plymouth County,42.13,-70.69,649
2048,Mansfield,MA,Bristol County,42.02,-71.21,22930
2050,Marshfield,MA,Plymouth County,42.09,-70.7,22610
2051,Marshfield Hills,MA,Plymouth County,42.15,-70.73,752
2052,Medfield,MA,Norfolk County,42.18,-71.3,12950
2053,Medway,MA,Norfolk County,42.16,-71.43,12770
2054,Millis,MA,Norfolk County,42.16,-71.35,8050
2055,Minot,MA,Plymouth County,42.19,-70.76,77
2056,Norfolk,MA,Norfolk County,42.11,-71.31,10160
2059,North Marshfield,MA,Plymouth County,42.1,-70.71,363
2060,North Scituate,MA,Plymouth County,42.21,-70.76,237
2061,Norwell,MA,Plymouth County,42.16,-70.78,11240
2062,Norwood,MA,Norfolk County,42.18,-71.19,27960
2065,Ocean Bluff,MA,Plymouth County,42.1,-70.71,447
2066,Scituate,MA,Plymouth County,42.18,-70.73,17810
2067,Sharon,MA,Norfolk County,42.11,-71.18,18280
2070,Sheldonville,MA,Norfolk County,42.05,-71.35,182
2071,South Walpole,MA,Norfolk County,42.1,-71.27,1010
2072,Stoughton,MA,Norfolk County,42.11,-71.1,26430
2081,Walpole,MA,Norfolk County,42.13,-71.24,19030
2090,Westwood,MA,Norfolk County,42.21,-71.21,15880
2093,Wrentham,MA,Norfolk County,42.06,-71.33,11410
2108,Boston,MA,Suffolk County,42.36,-71.06,3770
2109,Boston,MA,Suffolk County,42.37,-71.05,3820
2110,Boston,MA,Suffolk County,42.36,-71.05,3660
2111,Boston,MA,Suffolk County,42.35,-71.06,5950
2112,Boston,MA,Suffolk County,42.35,-71.06,574
2113,Boston,MA,Suffolk County,42.37,-71.06,5090
2114,Boston,MA,Suffolk County,42.36,-71.07,10610
2115,Boston,MA,Suffolk County,42.34,-71.1,9770
2116,Boston,MA,Suffolk County,42.35,-71.08,14920
2117,Boston,MA,Suffolk County,42.35,-71.06,443
2118,Boston,MA,Suffolk County,42.34,-71.07,21420
2119,Roxbury,MA,Suffolk County,42.32,-71.09,22500
2120,Roxbury Crossing,MA,Suffolk County,42.33,-71.1,7340
2121,Dorchester,MA,Suffolk County,42.31,-71.09,23330
2122,Dorchester,MA,Suffolk County,42.29,-71.04,20730
2123,Boston,MA,Suffolk County,42.35,-71.06,449
2124,Dorchester Center,MA,Suffolk County,42.29,-71.07,43660
2125,Dorchester,MA,Suffolk County,42.32,-71.06,27640
2126,Mattapan,MA,Suffolk County,42.27,-71.1,20480
2127,South Boston,MA,Suffolk County,42.33,-71.04,29350
2128,East Boston,MA,Suffolk County,42.36,-71.01,33980
2129,Charlestown,MA,Suffolk County,42.38,-71.06,16480
2130,Jamaica Plain,MA,Suffolk County,42.3,-71.11,30960
2131,Roslindale,MA,Suffolk County,42.28,-71.13,27520
2132,West Roxbury,MA,Suffolk County,42.28,-71.16,25120
2133,Boston,MA,Suffolk County,42.35,-71.06,0
2134,Allston,MA,Suffolk County,42.35,-71.13,12700
2135,Brighton,MA,Suffolk County,42.35,-71.15,30670
2136,Hyde Park,MA,Suffolk County,42.26,-71.13,32270
2137,Readville,MA,Suffolk County,42.25,-71.12,180
2138,Cambridge,MA,Middlesex County,42.38,-71.14,22070
2139,Cambridge,MA,Middlesex County,42.37,-71.11,26870
2140,Cambridge,MA,Middlesex County,42.39,-71.13,17780
2141,Cambridge,MA,Middlesex County,42.37,-71.08,10580
2142,Cambridge,MA,Middlesex County,42.36,-71.08,2550
2143,Somerville,MA,Middlesex County,42.38,-71.1,20810
2144,Somerville,MA,Middlesex County,42.4,-71.12,19420
2145,Somerville,MA,Middlesex County,42.39,-71.1,22130
2148,Malden,MA,Middlesex County,42.43,-71.05,54910
2149,Everett,MA,Middlesex County,42.4,-71.05,39200
2150,Chelsea,MA,Suffolk County,42.39,-71.03,32690
2151,Revere,MA,Suffolk County,42.41,-70.99,49600
2152,Winthrop,MA,Suffolk County,42.37,-70.98,16070
2153,Medford,MA,Middlesex County,42.42,-71.1,0
2155,Medford,MA,Middlesex County,42.42,-71.1,49560
2156,West Medford,MA,Middlesex County,42.42,-71.13,20
2163,Boston,MA,Suffolk County,42.37,-71.12,520
2169,Quincy,MA,Norfolk County,42.26,-71,50500
2170,Quincy,MA,Norfolk County,42.27,-71.02,18130
2171,Quincy,MA,Norfolk County,42.29,-71.02,16970
2176,Melrose,MA,Middlesex County,42.45,-71.05,27490
2180,Stoneham,MA,Middlesex County,42.47,-71.09,21610
2184,Braintree,MA,Norfolk County,42.2,-71,36360
2185,Braintree,MA,Norfolk County,42.2,-71,257
2186,Milton,MA,Norfolk County,42.24,-71.08,26500
2187,Milton Village,MA,Norfolk County,42.26,-71.08,63
2188,Weymouth,MA,Norfolk County,42.2,-70.96,13550
2189,East Weymouth,MA,Norfolk County,42.2,-70.94,13410
2190,South Weymouth,MA,Norfolk County,42.17,-70.95,17100
2191,North Weymouth,MA,Norfolk County,42.24,-70.94,7630
2196,Boston,MA,Suffolk County,42.35,-71.06,793
2199,Boston,MA,Suffolk County,42.35,-71.08,1240
2201,Boston,MA,Suffolk County,42.35,-71.06,15
2203,Boston,MA,Suffolk County,42.36,-71.06,0
2204,Boston,MA,Suffolk County,42.35,-71.06,0
2205,Boston,MA,Suffolk County,42.35,-71.06,1678
2206,Boston,MA,Suffolk County,42.35,-71.06,0
2207,Boston,MA,Suffolk County,42.35,-71.05,0
2210,Boston,MA,Suffolk County,42.35,-71.04,4340
2211,Boston,MA,Suffolk County,42.35,-71.06,0
2212,Boston,MA,Suffolk County,42.35,-71.06,0
2215,Boston,MA,Suffolk County,42.35,-71.1,7510
2216,Boston,MA,Suffolk County,42.34,-71.07,17
2217,Boston,MA,Suffolk County,42.35,-71.06,0
2222,Boston,MA,Suffolk County,42.35,-71.06,0
2228,East Boston,MA,Suffolk County,42.35,-71.06,93
2238,Cambridge,MA,Middlesex County,42.37,-71.11,534
2239,Cambridge,MA,Middlesex County,42.36,-71.1,0
2241,Boston,MA,Suffolk County,42.35,-71.06,0
2266,Boston,MA,Suffolk County,42.35,-71.06,0
2269,Quincy,MA,Norfolk County,42.26,-71,478
2283,Boston,MA,Suffolk County,42.35,-71.06,0
2284,Boston,MA,Suffolk County,42.35,-71.06,0
2293,Boston,MA,Suffolk County,42.35,-71.06,0
2295,Boston,MA,Suffolk County,42.35,-71.06,0
2297,Boston,MA,Suffolk County,42.35,-71.06,0
2298,Boston,MA,Suffolk County,42.34,-71.05,0
2301,Brockton,MA,Plymouth County,42.08,-71.02,57670
2302,Brockton,MA,Plymouth County,42.09,-71,31920
2303,Brockton,MA,Plymouth County,42.08,-71.02,1583
2304,Brockton,MA,Plymouth County,42.08,-71.02,323
2305,Brockton,MA,Plymouth County,42.08,-71.02,464
2322,Avon,MA,Norfolk County,42.13,-71.05,4480
2324,Bridgewater,MA,Plymouth County,41.98,-70.97,22530
2325,Bridgewater,MA,Plymouth County,41.98,-70.97,10
2327,Bryantville,MA,Plymouth County,42.06,-70.8,613
2330,Carver,MA,Plymouth County,41.88,-70.76,10460
2331,Duxbury,MA,Plymouth County,42.04,-70.67,1883
2332,Duxbury,MA,Plymouth County,42.04,-70.67,14590
2333,East Bridgewater,MA,Plymouth County,42.03,-70.95,13580
2334,Easton,MA,Bristol County,42.03,-71.1,375
2337,Elmwood,MA,Plymouth County,42.01,-70.96,119
2338,Halifax,MA,Plymouth County,41.98,-70.86,7450
2339,Hanover,MA,Plymouth County,42.11,-70.81,14590
2340,Hanover,MA,Plymouth County,42.11,-70.81,0
2341,Hanson,MA,Plymouth County,42.06,-70.85,9950
2343,Holbrook,MA,Norfolk County,42.14,-71,10240
2344,Middleboro,MA,Plymouth County,41.86,-70.9,0
2345,Manomet,MA,Plymouth County,41.92,-70.56,1470
2346,Middleboro,MA,Plymouth County,41.86,-70.9,21890
2347,Lakeville,MA,Plymouth County,41.85,-70.95,10840
2348,Lakeville,MA,Plymouth County,41.86,-70.9,0
2349,Middleboro,MA,Plymouth County,41.86,-70.9,0
2350,Monponsett,MA,Plymouth County,42.02,-70.84,494
2351,Abington,MA,Plymouth County,42.11,-70.95,15540
2355,North Carver,MA,Plymouth County,41.91,-70.79,409
2356,North Easton,MA,Bristol County,42.05,-71.1,12020
2357,North Easton,MA,Bristol County,42.06,-71.08,14
2358,North Pembroke,MA,Plymouth County,42.09,-70.78,282
2359,Pembroke,MA,Plymouth County,42.06,-70.8,16960
2360,Plymouth,MA,Plymouth County,41.95,-70.66,52730
2361,Plymouth,MA,Plymouth County,41.95,-70.66,252
2362,Plymouth,MA,Plymouth County,41.95,-70.66,981
2364,Kingston,MA,Plymouth County,41.99,-70.71,12540
2366,South Carver,MA,Plymouth County,41.85,-70.66,385
2367,Plympton,MA,Plymouth County,41.95,-70.81,2840
2368,Randolph,MA,Norfolk County,42.17,-71.05,31550
2370,Rockland,MA,Plymouth County,42.13,-70.91,16180
2375,South Easton,MA,Bristol County,42.03,-71.1,9890
2379,West Bridgewater,MA,Plymouth County,42.01,-71,7030
2381,White Horse Beach,MA,Plymouth County,41.93,-70.59,383
2382,Whitman,MA,Plymouth County,42.08,-70.93,13990
2420,Lexington,MA,Middlesex County,42.46,-71.22,15380
2421,Lexington,MA,Middlesex County,42.44,-71.23,17920
2445,Brookline,MA,Norfolk County,42.32,-71.14,17750
2446,Brookline,MA,Norfolk County,42.34,-71.12,22940
2447,Brookline Village,MA,Norfolk County,42.33,-71.13,120
2451,Waltham,MA,Middlesex County,42.38,-71.24,16060
2452,Waltham,MA,Middlesex County,42.39,-71.22,10680
2453,Waltham,MA,Middlesex County,42.37,-71.24,23010
2454,Waltham,MA,Middlesex County,42.38,-71.24,543
2455,North Waltham,MA,Middlesex County,42.39,-71.22,81
2456,New Town,MA,Middlesex County,42.33,-71.2,28
2457,Babson Park,MA,Norfolk County,42.3,-71.27,105
2458,Newton,MA,Middlesex County,42.35,-71.19,11450
2459,Newton Center,MA,Middlesex County,42.31,-71.19,17470
2460,Newtonville,MA,Middlesex County,42.35,-71.2,8840
2461,Newton Highlands,MA,Middlesex County,42.32,-71.21,7020
2462,Newton Lower Falls,MA,Middlesex County,42.33,-71.26,1310
2464,Newton Upper Falls,MA,Middlesex County,42.31,-71.22,2920
2465,West Newton,MA,Middlesex County,42.35,-71.22,11680
2466,Auburndale,MA,Middlesex County,42.34,-71.24,6530
2467,Chestnut Hill,MA,Norfolk County,42.31,-71.16,14500
2468,Waban,MA,Middlesex County,42.32,-71.23,5630
2471,Watertown,MA,Middlesex County,42.36,-71.17,273
2472,Watertown,MA,Middlesex County,42.37,-71.18,30230
2474,Arlington,MA,Middlesex County,42.42,-71.16,26310
2475,Arlington Heights,MA,Middlesex County,42.41,-71.18,19
2476,Arlington,MA,Middlesex County,42.41,-71.16,16460
2477,Watertown,MA,Middlesex County,42.36,-71.17,0
2478,Belmont,MA,Middlesex County,42.39,-71.18,25340
2479,Waverley,MA,Middlesex County,42.39,-71.17,39
2481,Wellesley Hills,MA,Norfolk County,42.31,-71.27,14710
2482,Wellesley,MA,Norfolk County,42.29,-71.3,10310
2492,Needham,MA,Norfolk County,42.28,-71.24,20810
2493,Weston,MA,Middlesex County,42.36,-71.3,10490
2494,Needham Heights,MA,Norfolk County,42.3,-71.23,10100
2495,Nonantum,MA,Middlesex County,42.33,-71.2,30
2532,Buzzards Bay,MA,Barnstable County,41.75,-70.61,10210
2534,Cataumet,MA,Barnstable County,41.66,-70.61,916
2535,Chilmark,MA,Dukes County,41.34,-70.74,1190
2536,East Falmouth,MA,Barnstable County,41.56,-70.55,18110
2537,East Sandwich,MA,Barnstable County,41.73,-70.43,5730
2538,East Wareham,MA,Plymouth County,41.78,-70.65,4140
2539,Edgartown,MA,Dukes County,41.38,-70.53,5020
2540,Falmouth,MA,Barnstable County,41.56,-70.62,6280
2541,Falmouth,MA,Barnstable County,41.54,-70.6,594
2542,Buzzards Bay,MA,Barnstable County,41.71,-70.55,500
2543,Woods Hole,MA,Barnstable County,41.52,-70.66,700
2552,Menemsha,MA,Dukes County,41.34,-70.73,46
2553,Monument Beach,MA,Barnstable County,41.71,-70.62,1171
2554,Nantucket,MA,Nantucket County,41.27,-70.1,10410
2556,North Falmouth,MA,Barnstable County,41.64,-70.63,3280
2557,Oak Bluffs,MA,Dukes County,41.45,-70.56,2660
2558,Onset,MA,Plymouth County,41.74,-70.66,2189
2559,Pocasset,MA,Barnstable County,41.69,-70.63,2930
2561,Sagamore,MA,Barnstable County,41.77,-70.53,884
2562,Sagamore Beach,MA,Barnstable County,41.79,-70.53,3090
2563,Sandwich,MA,Barnstable County,41.75,-70.49,9720
2564,Siasconset,MA,Nantucket County,41.27,-70,423
2565,Silver Beach,MA,Barnstable County,41.63,-70.64,0
2568,Vineyard Haven,MA,Dukes County,41.45,-70.6,7250
2571,Wareham,MA,Plymouth County,41.76,-70.71,9350
2573,West Chop,MA,Dukes County,41.45,-70.6,0
2574,West Falmouth,MA,Barnstable County,41.6,-70.64,1104
2575,West Tisbury,MA,Dukes County,41.38,-70.67,1679
2576,West Wareham,MA,Plymouth County,41.78,-70.75,3650
2584,Nantucket,MA,Nantucket County,41.26,-70.01,1904
2601,Hyannis,MA,Barnstable County,41.65,-70.29,13830
2630,Barnstable,MA,Barnstable County,41.7,-70.3,1930
2631,Brewster,MA,Barnstable County,41.76,-70.08,9040
2632,Centerville,MA,Barnstable County,41.66,-70.34,10100
2633,Chatham,MA,Barnstable County,41.67,-69.96,3620
2634,Centerville,MA,Barnstable County,41.66,-70.34,19
2635,Cotuit,MA,Barnstable County,41.62,-70.44,3350
2636,Centerville,MA,Barnstable County,41.64,-70.34,0
2637,Cummaquid,MA,Barnstable County,41.71,-70.27,564
2638,Dennis,MA,Barnstable County,41.73,-70.2,2800
2639,Dennis Port,MA,Barnstable County,41.66,-70.13,2790
2641,East Dennis,MA,Barnstable County,41.75,-70.15,1542
2642,Eastham,MA,Barnstable County,41.83,-69.96,3680
2643,East Orleans,MA,Barnstable County,41.8,-69.94,1113
2644,Forestdale,MA,Barnstable County,41.68,-70.5,4190
2645,Harwich,MA,Barnstable County,41.69,-70.07,9340
2646,Harwich Port,MA,Barnstable County,41.67,-70.07,1740
2647,Hyannis Port,MA,Barnstable County,41.63,-70.31,393
2648,Marstons Mills,MA,Barnstable County,41.67,-70.4,7320
2649,Mashpee,MA,Barnstable County,41.65,-70.48,13810
2650,North Chatham,MA,Barnstable County,41.7,-69.95,820
2651,North Eastham,MA,Barnstable County,41.87,-70,1610
2652,North Truro,MA,Barnstable County,42.04,-70.09,766
2653,Orleans,MA,Barnstable County,41.79,-70,4730
2655,Osterville,MA,Barnstable County,41.62,-70.38,3330
2657,Provincetown,MA,Barnstable County,42.06,-70.2,3250
2659,South Chatham,MA,Barnstable County,41.68,-70.02,1090
2660,South Dennis,MA,Barnstable County,41.7,-70.15,5650
2661,South Harwich,MA,Barnstable County,41.67,-70.04,365
2662,South Orleans,MA,Barnstable County,41.75,-69.99,862
2663,South Wellfleet,MA,Barnstable County,41.89,-70.01,611
2664,South Yarmouth,MA,Barnstable County,41.67,-70.2,8740
2666,Truro,MA,Barnstable County,42,-70.06,1057
2667,Wellfleet,MA,Barnstable County,41.93,-70.03,2550
2668,West Barnstable,MA,Barnstable County,41.7,-70.37,3150
2669,West Chatham,MA,Barnstable County,41.68,-69.99,812
2670,West Dennis,MA,Barnstable County,41.66,-70.16,1270
2671,West Harwich,MA,Barnstable County,41.67,-70.11,1060
2672,West Hyannisport,MA,Barnstable County,41.64,-70.31,577
2673,West Yarmouth,MA,Barnstable County,41.65,-70.24,7930
2675,Yarmouth Port,MA,Barnstable County,41.7,-70.22,6170
2702,Assonet,MA,Bristol County,41.78,-71.06,4030
2703,Attleboro,MA,Bristol County,41.93,-71.29,41160
2712,Chartley,MA,Bristol County,41.97,-71.18,272
2713,Cuttyhunk,MA,Dukes County,41.44,-70.9,32
2714,Dartmouth,MA,Bristol County,41.56,-71,47
2715,Dighton,MA,Bristol County,41.82,-71.16,3790
2717,East Freetown,MA,Bristol County,41.75,-70.97,4760
2718,East Taunton,MA,Bristol County,41.87,-71.01,6480
2719,Fairhaven,MA,Bristol County,41.63,-70.9,13970
2720,Fall River,MA,Bristol County,41.73,-71.12,24700
2721,Fall River,MA,Bristol County,41.68,-71.15,20650
2722,Fall River,MA,Bristol County,41.71,-71.1,738
2723,Fall River,MA,Bristol County,41.69,-71.13,11830
2724,Fall River,MA,Bristol County,41.68,-71.18,13340
2725,Somerset,MA,Bristol County,41.72,-71.19,2330
2726,Somerset,MA,Bristol County,41.73,-71.15,14570
2738,Marion,MA,Plymouth County,41.7,-70.76,5010
2739,Mattapoisett,MA,Plymouth County,41.66,-70.8,6240
2740,New Bedford,MA,Bristol County,41.64,-70.94,33850
2741,New Bedford,MA,Bristol County,41.66,-70.93,157
2742,New Bedford,MA,Bristol County,41.66,-70.93,334
2743,Acushnet,MA,Bristol County,41.68,-70.9,9700
2744,New Bedford,MA,Bristol County,41.61,-70.91,9960
2745,New Bedford,MA,Bristol County,41.7,-70.95,21260
2746,New Bedford,MA,Bristol County,41.66,-70.93,12450
2747,North Dartmouth,MA,Bristol County,41.64,-71,16930
2748,South Dartmouth,MA,Bristol County,41.55,-70.98,10350
2760,North Attleboro,MA,Bristol County,41.97,-71.33,26290
2761,North Attleboro,MA,Bristol County,41.97,-71.33,356
2762,Plainville,MA,Norfolk County,42,-71.33,9110
2763,Attleboro Falls,MA,Bristol County,41.97,-71.31,2140
2764,North Dighton,MA,Bristol County,41.85,-71.15,3880
2766,Norton,MA,Bristol County,41.96,-71.18,16650
2767,Raynham,MA,Bristol County,41.93,-71.04,14220
2768,Raynham Center,MA,Bristol County,41.93,-71.04,502
2769,Rehoboth,MA,Bristol County,41.83,-71.26,12030
2770,Rochester,MA,Plymouth County,41.73,-70.81,5560
2771,Seekonk,MA,Bristol County,41.81,-71.33,14630
2777,Swansea,MA,Bristol County,41.75,-71.18,15680
2779,Berkley,MA,Bristol County,41.85,-71.08,6380
2780,Taunton,MA,Bristol County,41.9,-71.09,44760
2783,Taunton,MA,Bristol County,41.9,-71.09,0
2790,Westport,MA,Bristol County,41.66,-71.1,15150
2791,Westport Point,MA,Bristol County,41.52,-71.07,388
2801,Adamsville,RI,Newport County,41.51,-71.16,299
2802,Albion,RI,Providence County,41.95,-71.46,770
